Organism,Groups,Size,Chromosomes,Organelles,Plasmids,Assemblies
Acidimicrobiaceae bacterium RAAP-2,Bacteria;Terrabacteria group;Actinobacteria,2.24069,0,0,0,1
Acidimicrobiaceae bacterium RAAP-3,Bacteria;Terrabacteria group;Actinobacteria,3.04698,0,0,0,1
Acidimicrobiaceae bacterium TMED130,Bacteria;Terrabacteria group;Actinobacteria,1.45832,0,0,0,1
Acidimicrobiaceae bacterium TMED189,Bacteria;Terrabacteria group;Actinobacteria,0.641117,0,0,0,1
Acidimicrobiaceae bacterium TMED210,Bacteria;Terrabacteria group;Actinobacteria,0.649068,0,0,0,1
Acidimicrobiaceae bacterium TMED224,Bacteria;Terrabacteria group;Actinobacteria,1.43549,0,0,0,1
Acidimicrobiaceae bacterium TMED244,Bacteria;Terrabacteria group;Actinobacteria,0.583806,0,0,0,1
Acidimicrobiaceae bacterium TMED77,Bacteria;Terrabacteria group;Actinobacteria,1.39397,0,0,0,1
Acidimicrobiaceae bacterium UBA2093,Bacteria;Terrabacteria group;Actinobacteria,1.66045,0,0,0,1
Acidimicrobiaceae bacterium UBA668,Bacteria;Terrabacteria group;Actinobacteria,3.34874,0,0,0,1
Acidimicrobiaceae bacterium UBA6895,Bacteria;Terrabacteria group;Actinobacteria,1.9657,0,0,0,1
Acidimicrobiaceae bacterium UBA7323,Bacteria;Terrabacteria group;Actinobacteria,2.37906,0,0,0,1
Acidimicrobiaceae bacterium UBA7830,Bacteria;Terrabacteria group;Actinobacteria,2.11059,0,0,0,1
Acidimicrobiales bacterium,Bacteria;Terrabacteria group;Actinobacteria,3.48065,0,0,0,9
Acidimicrobiales bacterium 20-64-4,Bacteria;Terrabacteria group;Actinobacteria,0.192988,0,0,0,1
Acidimicrobiales bacterium Acd.OSU.001,Bacteria;Terrabacteria group;Actinobacteria,1.38885,0,0,0,1
Acidimicrobiales bacterium AG-410-I20,Bacteria;Terrabacteria group;Actinobacteria,1.53275,0,0,0,1
Acidimicrobiales bacterium AG-410-K21,Bacteria;Terrabacteria group;Actinobacteria,1.0903,0,0,0,1
Acidimicrobiales bacterium AG-414-N20,Bacteria;Terrabacteria group;Actinobacteria,1.80565,0,0,0,1
Acidimicrobiales bacterium MED-G01,Bacteria;Terrabacteria group;Actinobacteria,1.95828,0,0,0,1
Acidimicrobiales bacterium mtb01,Bacteria;Terrabacteria group;Actinobacteria,2.55518,0,0,0,1
Acidimicrobiales bacterium UBA7543,Bacteria;Terrabacteria group;Actinobacteria,4.05107,0,0,0,1
Acidimicrobiia bacterium,Bacteria;Terrabacteria group;Actinobacteria,3.71299,0,0,0,17
Acidimicrobiia bacterium BACL6 MAG-120322-bin79,Bacteria;Terrabacteria group;Actinobacteria,1.75361,0,0,0,1
Acidimicrobiia bacterium BACL6 MAG-120910-bin40,Bacteria;Terrabacteria group;Actinobacteria,1.68832,0,0,0,1
Acidimicrobiia bacterium BACL6 MAG-120924-bin43,Bacteria;Terrabacteria group;Actinobacteria,1.54262,0,0,0,1
Acidimicrobiia bacterium BACL6 MAG-121220-bin61,Bacteria;Terrabacteria group;Actinobacteria,1.20514,0,0,0,1
Acidimicrobiia bacterium REDSEA-S09_B7,Bacteria;Terrabacteria group;Actinobacteria,2.02117,0,0,0,1
Acidimicrobiia bacterium REDSEA-S14_B4,Bacteria;Terrabacteria group;Actinobacteria,2.0985,0,0,0,1
Acidimicrobiia bacterium REDSEA-S20_B6,Bacteria;Terrabacteria group;Actinobacteria,1.75716,0,0,0,1
Acidimicrobiia bacterium REDSEA-S21_B10,Bacteria;Terrabacteria group;Actinobacteria,1.72669,0,0,0,1
Acidimicrobiia bacterium REDSEA-S33_B8N9,Bacteria;Terrabacteria group;Actinobacteria,2.14939,0,0,0,1
Acidimicrobiia bacterium UBA1281,Bacteria;Terrabacteria group;Actinobacteria,0.776704,0,0,0,1
Acidimicrobiia bacterium UBA2766,Bacteria;Terrabacteria group;Actinobacteria,3.77802,0,0,0,1
Acidimicrobiia bacterium UBA4461,Bacteria;Terrabacteria group;Actinobacteria,3.82586,0,0,0,1
Acidimicrobiia bacterium UBA4744,Bacteria;Terrabacteria group;Actinobacteria,3.11014,0,0,0,1
Acidimicrobiia bacterium UBA5794,Bacteria;Terrabacteria group;Actinobacteria,2.64262,0,0,0,1
Acidimicrobiia bacterium UBA6912,Bacteria;Terrabacteria group;Actinobacteria,3.93925,0,0,0,1
Acidimicrobium,Bacteria;Terrabacteria group;Actinobacteria,1.67206,0,0,0,15
Acidimicrobium ferrooxidans,Bacteria;Terrabacteria group;Actinobacteria,2.15816,1,0,0,1
Acidiphilium,Bacteria;Proteobacteria;Alphaproteobacteria,4.18289,0,0,0,13
Acidiphilium angustum,Bacteria;Proteobacteria;Alphaproteobacteria,4.17541,0,0,0,1
Acidiphilium cryptum,Bacteria;Proteobacteria;Alphaproteobacteria,3.96308,1,0,8,1
Acidiphilium multivorum,Bacteria;Proteobacteria;Alphaproteobacteria,4.21474,1,0,8,2
Acidiphilium rubrum,Bacteria;Proteobacteria;Alphaproteobacteria,3.97699,0,0,0,1
Acidipila,Bacteria;Acidobacteria;Acidobacteriia,5.00405,0,0,0,2
Acidipila dinghuensis,Bacteria;Acidobacteria;Acidobacteriia,5.11619,0,0,0,1
Acidipila rosea,Bacteria;Acidobacteria;Acidobacteriia,4.21373,0,0,0,1
Acidiplasma,Archaea;Euryarchaeota;Diaforarchaea group,1.74736,0,0,0,1
Acidiplasma aeolicum,Archaea;Euryarchaeota;Diaforarchaea group,1.7789,0,0,0,2
Acidiplasma cupricumulans,Archaea;Euryarchaeota;Diaforarchaea group,1.74753,0,0,0,2
Acidipropionibacterium acidipropionici,Bacteria;Terrabacteria group;Actinobacteria,3.65138,1,0,0,8
Acidipropionibacterium jensenii,Bacteria;Terrabacteria group;Actinobacteria,3.02835,0,0,0,5
Acidipropionibacterium thoenii,Bacteria;Terrabacteria group;Actinobacteria,2.93807,0,0,0,1
Acidipropionibacterium timonense,Bacteria;Terrabacteria group;Actinobacteria,2.81651,0,0,0,1
Acidipropionibacterium virtanenii,Bacteria;Terrabacteria group;Actinobacteria,3.43287,1,0,0,1
Acidisarcina polymorpha,Bacteria;Acidobacteria;Acidobacteriia,7.60073,1,0,4,1
Acidisphaera rubrifaciens,Bacteria;Proteobacteria;Alphaproteobacteria,3.86227,0,0,0,1
Aciditerrimonas ferrireducens,Bacteria;Terrabacteria group;Actinobacteria,1.17694,0,0,0,1
Acidithiobacillales bacterium SG8_45,Bacteria;Proteobacteria;Acidithiobacillia,2.28308,0,0,0,1
Acidithiobacillales bacterium SM1_46,Bacteria;Proteobacteria;Acidithiobacillia,2.61636,0,0,0,1
Acidithiobacillales bacterium SM23_46,Bacteria;Proteobacteria;Acidithiobacillia,2.82603,0,0,0,1
Acidithiobacillus,Bacteria;Proteobacteria;Acidithiobacillia,3.57802,0,0,0,5
Acidithiobacillus albertensis,Bacteria;Proteobacteria;Acidithiobacillia,3.50332,0,0,0,1
Acidithiobacillus caldus,Bacteria;Proteobacteria;Acidithiobacillia,2.98705,1,0,3,7
Acidithiobacillus ferridurans,Bacteria;Proteobacteria;Acidithiobacillia,2.9214,1,0,0,1
Acidithiobacillus ferrivorans,Bacteria;Proteobacteria;Acidithiobacillia,3.20755,1,0,0,6
Acidithiobacillus ferrooxidans,Bacteria;Proteobacteria;Acidithiobacillia,2.9824,1,0,0,9
Acidithiobacillus phage AcaML1,Viruses;Other;Myoviridae,0.059363,1,0,0,3
Acidithiobacillus thiooxidans,Bacteria;Proteobacteria;Acidithiobacillia,3.01987,0,0,0,12
Acidithrix ferrooxidans,Bacteria;Terrabacteria group;Actinobacteria,4.01987,0,0,0,1
Acidobacteria bacterium,Bacteria;Acidobacteria;unclassified Acidobacteria,9.13755,0,0,0,332
Acidobacteria bacterium 13_1_20CM_2_55_15,Bacteria;Acidobacteria;unclassified Acidobacteria,3.44486,0,0,0,1
Acidobacteria bacterium 13_1_20CM_2_57_8,Bacteria;Acidobacteria;unclassified Acidobacteria,1.05526,0,0,0,1
Acidobacteria bacterium 13_1_20CM_2_60_10,Bacteria;Acidobacteria;unclassified Acidobacteria,2.13659,0,0,0,1
Acidobacteria bacterium 13_1_20CM_2_65_9,Bacteria;Acidobacteria;unclassified Acidobacteria,4.49101,0,0,0,1
Acidobacteria bacterium 13_1_20CM_2_68_14,Bacteria;Acidobacteria;unclassified Acidobacteria,1.97334,0,0,0,1
Acidobacteria bacterium 13_1_20CM_2_68_7,Bacteria;Acidobacteria;unclassified Acidobacteria,1.63258,0,0,0,1
Acidobacteria bacterium 13_1_20CM_3_53_8,Bacteria;Acidobacteria;unclassified Acidobacteria,6.10271,0,0,0,1
Acidobacteria bacterium 13_1_20CM_3_58_11,Bacteria;Acidobacteria;unclassified Acidobacteria,2.74389,0,0,0,1
Acidobacteria bacterium 13_1_20CM_4_56_7,Bacteria;Acidobacteria;unclassified Acidobacteria,2.86693,0,0,0,1
Acidobacteria bacterium 13_1_20CM_4_57_11,Bacteria;Acidobacteria;unclassified Acidobacteria,1.99448,0,0,0,1
Acidobacteria bacterium 13_1_20CM_58_21,Bacteria;Acidobacteria;unclassified Acidobacteria,3.86111,0,0,0,1
Acidobacteria bacterium 13_1_40CM_2_56_11,Bacteria;Acidobacteria;unclassified Acidobacteria,3.18183,0,0,0,1
Acidobacteria bacterium 13_1_40CM_2_56_5,Bacteria;Acidobacteria;unclassified Acidobacteria,1.10772,0,0,0,1
Acidobacteria bacterium 13_1_40CM_2_60_7,Bacteria;Acidobacteria;unclassified Acidobacteria,1.95541,0,0,0,1
Acidobacteria bacterium 13_1_40CM_2_64_6,Bacteria;Acidobacteria;unclassified Acidobacteria,1.25303,0,0,0,1
Acidobacteria bacterium 13_1_40CM_2_68_10,Bacteria;Acidobacteria;unclassified Acidobacteria,1.85308,0,0,0,1
Acidobacteria bacterium 13_1_40CM_2_68_5,Bacteria;Acidobacteria;unclassified Acidobacteria,2.91454,0,0,0,1
Acidobacteria bacterium 13_1_40CM_3_55_6,Bacteria;Acidobacteria;unclassified Acidobacteria,2.30105,0,0,0,1
Acidobacteria bacterium 13_1_40CM_3_56_11,Bacteria;Acidobacteria;unclassified Acidobacteria,3.38946,0,0,0,1
Acidobacteria bacterium 13_1_40CM_3_65_5,Bacteria;Acidobacteria;unclassified Acidobacteria,3.57111,0,0,0,1
Acidobacteria bacterium 13_1_40CM_4_57_6,Bacteria;Acidobacteria;unclassified Acidobacteria,1.10306,0,0,0,1
Acidobacteria bacterium 13_1_40CM_4_58_4,Bacteria;Acidobacteria;unclassified Acidobacteria,5.50716,0,0,0,1
Acidobacteria bacterium 13_1_40CM_4_61_5,Bacteria;Acidobacteria;unclassified Acidobacteria,1.5892,0,0,0,1
Acidobacteria bacterium 13_1_40CM_4_65_8,Bacteria;Acidobacteria;unclassified Acidobacteria,5.15662,0,0,0,1
Acidobacteria bacterium 13_1_40CM_4_69_4,Bacteria;Acidobacteria;unclassified Acidobacteria,1.44663,0,0,0,1
Acidobacteria bacterium 13_1_40CM_56_16,Bacteria;Acidobacteria;unclassified Acidobacteria,4.57,0,0,0,1
Acidobacteria bacterium 13_1_40CM_65_14,Bacteria;Acidobacteria;unclassified Acidobacteria,6.33474,0,0,0,1
Acidobacteria bacterium 13_2_20CM_2_57_12,Bacteria;Acidobacteria;unclassified Acidobacteria,2.42909,0,0,0,1
Acidobacteria bacterium 13_2_20CM_2_57_6,Bacteria;Acidobacteria;unclassified Acidobacteria,4.45554,0,0,0,1
Acidobacteria bacterium 13_2_20CM_2_66_4,Bacteria;Acidobacteria;unclassified Acidobacteria,2.86802,0,0,0,1
Acidobacteria bacterium 13_2_20CM_56_17,Bacteria;Acidobacteria;unclassified Acidobacteria,1.21702,0,0,0,1
Acidobacteria bacterium 13_2_20CM_57_17,Bacteria;Acidobacteria;unclassified Acidobacteria,4.57782,0,0,0,1
Acidobacteria bacterium 13_2_20CM_57_7,Bacteria;Acidobacteria;unclassified Acidobacteria,2.8186,0,0,0,1
Acidobacteria bacterium 13_2_20CM_58_27,Bacteria;Acidobacteria;unclassified Acidobacteria,7.41296,0,0,0,1
Acidobacteria bacterium 21-70-11,Bacteria;Acidobacteria;unclassified Acidobacteria,2.80526,0,0,0,1
Acidobacteria bacterium 28-1,Bacteria;Acidobacteria;unclassified Acidobacteria,4.14911,0,0,0,1
Acidobacteria bacterium 28-9,Bacteria;Acidobacteria;unclassified Acidobacteria,3.65258,0,0,0,1
Acidobacteria bacterium 37-65-4,Bacteria;Acidobacteria;unclassified Acidobacteria,1.1517,0,0,0,1
Acidobacteria bacterium 37-71-11,Bacteria;Acidobacteria;unclassified Acidobacteria,3.01666,0,0,0,1
Acidobacteria bacterium 5-1,Bacteria;Acidobacteria;unclassified Acidobacteria,3.21101,0,0,0,1
Acidobacteria bacterium bin61,Bacteria;Acidobacteria;unclassified Acidobacteria,2.88015,0,0,0,1
Acidobacteria bacterium CG_4_9_14_3_um_filter_49_7,Bacteria;Acidobacteria;unclassified Acidobacteria,2.11141,0,0,0,1
Acidobacteria bacterium Ga0074141,Bacteria;Acidobacteria;unclassified Acidobacteria,3.96415,0,0,0,1
Acidobacteria bacterium Ga0077522,Bacteria;Acidobacteria;unclassified Acidobacteria,5.44409,0,0,0,1
Acidobacteria bacterium Ga0077534,Bacteria;Acidobacteria;unclassified Acidobacteria,4.20047,0,0,0,1
Acidobacteria bacterium Ga0077551,Bacteria;Acidobacteria;unclassified Acidobacteria,3.08058,0,0,0,1
Acidobacteria bacterium Ga0077553,Bacteria;Acidobacteria;unclassified Acidobacteria,6.45451,0,0,0,1
Acidobacteria bacterium JGI 0001001-H03,Bacteria;Acidobacteria;unclassified Acidobacteria,0.789133,0,0,0,1
Acidobacteria bacterium KBS 146,Bacteria;Acidobacteria;Acidobacteriia,5.00104,0,0,0,1
Acidobacteria bacterium Mor1,Bacteria;Acidobacteria;unclassified Acidobacteria,5.98954,1,0,0,1
Acidobacteria bacterium OLB17,Bacteria;Acidobacteria;unclassified Acidobacteria,2.97178,0,0,0,1
Acidobacteria bacterium RBG_13_68_16,Bacteria;Acidobacteria;unclassified Acidobacteria,3.61078,0,0,0,1
Acidobacteria bacterium RBG_16_64_8,Bacteria;Acidobacteria;unclassified Acidobacteria,2.56891,0,0,0,1
Acidobacteria bacterium RBG_16_68_9,Bacteria;Acidobacteria;unclassified Acidobacteria,1.62327,0,0,0,1
Acidobacteria bacterium RBG_16_70_10,Bacteria;Acidobacteria;unclassified Acidobacteria,2.5475,0,0,0,1
Acidobacteria bacterium RIFCSPHIGHO2_01_FULL_67_28,Bacteria;Acidobacteria;unclassified Acidobacteria,1.64112,0,0,0,1
Acidobacteria bacterium RIFCSPHIGHO2_02_FULL_67_57,Bacteria;Acidobacteria;unclassified Acidobacteria,1.49664,0,0,0,1
Acidobacteria bacterium RIFCSPHIGHO2_12_FULL_67_30,Bacteria;Acidobacteria;unclassified Acidobacteria,1.34603,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_59_13,Bacteria;Acidobacteria;unclassified Acidobacteria,3.86037,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_60_20,Bacteria;Acidobacteria;unclassified Acidobacteria,1.88436,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28,Bacteria;Acidobacteria;unclassified Acidobacteria,3.86437,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_64_15,Bacteria;Acidobacteria;unclassified Acidobacteria,3.95019,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_65_29,Bacteria;Acidobacteria;unclassified Acidobacteria,5.50833,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_21,Bacteria;Acidobacteria;unclassified Acidobacteria,4.19387,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36,Bacteria;Acidobacteria;unclassified Acidobacteria,6.38153,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_68_18,Bacteria;Acidobacteria;unclassified Acidobacteria,4.40932,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_54_10,Bacteria;Acidobacteria;unclassified Acidobacteria,2.94916,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11,Bacteria;Acidobacteria;unclassified Acidobacteria,2.05877,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_60_22,Bacteria;Acidobacteria;unclassified Acidobacteria,4.21558,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_65_11,Bacteria;Acidobacteria;unclassified Acidobacteria,3.55486,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_10,Bacteria;Acidobacteria;unclassified Acidobacteria,1.35627,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21,Bacteria;Acidobacteria;unclassified Acidobacteria,6.47518,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_67_14,Bacteria;Acidobacteria;unclassified Acidobacteria,4.10608,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_67_14b,Bacteria;Acidobacteria;unclassified Acidobacteria,5.30922,0,0,0,1
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_68_19,Bacteria;Acidobacteria;unclassified Acidobacteria,4.21212,0,0,0,1
Acidobacteria bacterium SCGC AG-212-P17,Bacteria;Acidobacteria;unclassified Acidobacteria,0.615657,0,0,0,1
Acidobacteria bacterium SCN 69-37,Bacteria;Acidobacteria;unclassified Acidobacteria,4.43272,0,0,0,1
Acidobacteria bacterium UBA2140,Bacteria;Acidobacteria;unclassified Acidobacteria,3.45617,0,0,0,1
Acidobacteria bacterium UBA2161,Bacteria;Acidobacteria;unclassified Acidobacteria,3.63183,0,0,0,1
Acidobacteria bacterium UBA2167,Bacteria;Acidobacteria;unclassified Acidobacteria,3.31443,0,0,0,1
Acidobacteria bacterium UBA2990,Bacteria;Acidobacteria;unclassified Acidobacteria,3.62705,0,0,0,1
Acidobacteria bacterium UBA2994,Bacteria;Acidobacteria;unclassified Acidobacteria,4.1205,0,0,0,1
Acidobacteria bacterium UBA2999,Bacteria;Acidobacteria;unclassified Acidobacteria,1.93688,0,0,0,1
Acidobacteria bacterium UBA5166,Bacteria;Acidobacteria;unclassified Acidobacteria,2.22612,0,0,0,1
Acidobacteria bacterium UBA6628,Bacteria;Acidobacteria;unclassified Acidobacteria,2.59267,0,0,0,1
Acidobacteria bacterium UBA6911,Bacteria;Acidobacteria;unclassified Acidobacteria,4.94178,0,0,0,1
Acidobacteria bacterium UBA7540,Bacteria;Acidobacteria;unclassified Acidobacteria,6.33755,0,0,0,1
Acidobacteria bacterium UBA7541,Bacteria;Acidobacteria;unclassified Acidobacteria,5.5126,0,0,0,1
Acidobacteria bacterium UBA823,Bacteria;Acidobacteria;unclassified Acidobacteria,2.53784,0,0,0,1
Acidobacteria bacterium UBA890,Bacteria;Acidobacteria;unclassified Acidobacteria,3.09148,0,0,0,1
Acidobacteria subdivision 13 bacterium RH2 MAG17b,Bacteria;Acidobacteria;unclassified Acidobacteria,2.79846,0,0,0,1
Acidobacteria subdivision 2 bacterium RH1 MAG20,Bacteria;Acidobacteria;unclassified Acidobacteria,4.88515,0,0,0,1
Acidobacteriaceae bacterium,Bacteria;Acidobacteria;Acidobacteriia,8.04529,0,0,0,207
Acidobacteriaceae bacterium KBS 83,Bacteria;Acidobacteria;Acidobacteriia,6.25081,0,0,0,1
Acidobacteriaceae bacterium KBS 89,Bacteria;Acidobacteria;Acidobacteriia,6.00993,0,0,0,1
Acidobacteriaceae bacterium KBS 96,Bacteria;Acidobacteria;Acidobacteriia,6.69216,0,0,0,1
Acidobacteriaceae bacterium TAA166,Bacteria;Acidobacteria;Acidobacteriia,6.13693,0,0,0,1
Acidobacteriaceae bacterium UBA1307,Bacteria;Acidobacteria;Acidobacteriia,3.30933,0,0,0,1
Acidobacteriaceae bacterium UBA1795,Bacteria;Acidobacteria;Acidobacteriia,3.94691,0,0,0,1
Acidobacteriaceae bacterium URHE0068,Bacteria;Acidobacteria;Acidobacteriia,6.67919,0,0,0,1
Acidobacteriales bacterium,Bacteria;Acidobacteria;Acidobacteriia,2.11008,0,0,0,1
Acidobacteriales bacterium 13_1_40CM_3_55_5,Bacteria;Acidobacteria;Acidobacteriia,2.86579,0,0,0,1
Acidobacteriales bacterium 13_2_20CM_2_55_5,Bacteria;Acidobacteria;Acidobacteriia,1.75738,0,0,0,1
Acidobacteriales bacterium 13_2_20CM_55_8,Bacteria;Acidobacteria;Acidobacteriia,2.77486,0,0,0,1
Acidobacteriales bacterium 59-55,Bacteria;Acidobacteria;Acidobacteriia,4.92349,0,0,0,1
Acidobacteriia bacterium,Bacteria;Acidobacteria;Acidobacteriia,7.44243,0,0,0,1
Acidobacteriia bacterium 12-62-4,Bacteria;Acidobacteria;Acidobacteriia,1.88623,0,0,0,1
Acidobacteriia bacterium AA117,Bacteria;Acidobacteria;Acidobacteriia,6.48245,0,0,0,1
Acidobacteriia bacterium SbA2,Bacteria;Acidobacteria;Acidobacteriia,2.75195,0,0,0,1
Acidobacteriia bacterium UBA6623,Bacteria;Acidobacteria;Acidobacteriia,1.81232,0,0,0,1
Acidobacterium,Bacteria;Acidobacteria;Acidobacteriia,5.43016,0,0,0,11
Acidobacterium ailaaui,Bacteria;Acidobacteria;Acidobacteriia,3.68652,0,0,0,1
Acidobacterium capsulatum,Bacteria;Acidobacteria;Acidobacteriia,4.12736,1,0,0,1
Acidocella,Bacteria;Proteobacteria;Alphaproteobacteria,3.62486,0,0,0,7
Acidocella aminolytica,Bacteria;Proteobacteria;Alphaproteobacteria,3.96482,0,0,0,2
Acidocella facilis,Bacteria;Proteobacteria;Alphaproteobacteria,3.40393,0,0,0,1
Acidomonas methanolica,Bacteria;Proteobacteria;Alphaproteobacteria,3.69003,0,0,0,3
Acidomyces richmondensis,Eukaryota;Fungi;Ascomycetes,29.3472,0,0,0,3
Acidothermus cellulolyticus,Bacteria;Terrabacteria group;Actinobacteria,2.44354,1,0,0,1
Acidovorax,Bacteria;Proteobacteria;Betaproteobacteria,7.99796,1,0,0,61
Acidovorax anthurii,Bacteria;Proteobacteria;Betaproteobacteria,5.46904,0,0,0,1
Acidovorax avenae,Bacteria;Proteobacteria;Betaproteobacteria,5.48217,1,0,0,18
Acidovorax caeni,Bacteria;Proteobacteria;Betaproteobacteria,4.19093,0,0,0,2
Acidovorax carolinensis,Bacteria;Proteobacteria;Betaproteobacteria,4.70474,1,0,0,4
Acidovorax cattleyae,Bacteria;Proteobacteria;Betaproteobacteria,5.61839,1,0,0,2
Acidovorax cavernicola,Bacteria;Proteobacteria;Betaproteobacteria,7.03867,0,0,0,1
Acidovorax citrulli,Bacteria;Proteobacteria;Betaproteobacteria,5.35463,1,0,0,10
Acidovorax delafieldii,Bacteria;Proteobacteria;Betaproteobacteria,4.00739,0,0,0,5
Acidovorax ebreus,Bacteria;Proteobacteria;Betaproteobacteria,3.79657,1,0,0,1
Acidovorax kalamii,Bacteria;Proteobacteria;Betaproteobacteria,5.138,0,0,0,1
Acidovorax konjaci,Bacteria;Proteobacteria;Betaproteobacteria,5.07753,0,0,0,1
Acidovorax oryzae,Bacteria;Proteobacteria;Betaproteobacteria,5.52678,0,0,0,2
Acidovorax phage ACP17,Viruses;Other;Myoviridae,0.156281,1,0,0,1
Acidovorax phage ACPWH,Viruses;Other;Siphoviridae,0.042499,1,0,0,1
Acidovorax radicis,Bacteria;Proteobacteria;Betaproteobacteria,5.53023,0,0,0,3
Acidovorax soli,Bacteria;Proteobacteria;Betaproteobacteria,4.13022,0,0,0,1
Acidovorax temperans,Bacteria;Proteobacteria;Betaproteobacteria,4.47578,0,0,0,2
Acidovorax valerianellae,Bacteria;Proteobacteria;Betaproteobacteria,5.25708,0,0,0,1
Acidovorax wautersii,Bacteria;Proteobacteria;Betaproteobacteria,5.33559,0,0,0,1
Aciduliprofundum,Archaea;Euryarchaeota;Diaforarchaea group,1.43709,1,0,0,4
Aciduliprofundum boonei,Archaea;Euryarchaeota;Diaforarchaea group,1.48678,1,0,0,2
Acinetobacter,Bacteria;Proteobacteria;Gammaproteobacteria,6.06972,1,0,2,304
Acinetobacter albensis,Bacteria;Proteobacteria;Gammaproteobacteria,3.0459,0,0,0,1
Acinetobacter apis,Bacteria;Proteobacteria;Gammaproteobacteria,2.41378,0,0,0,1
Acinetobacter baumannii,Bacteria;Proteobacteria;Gammaproteobacteria,4.33579,1,0,0,3878
Acinetobacter baylyi,Bacteria;Proteobacteria;Gammaproteobacteria,3.7469,1,0,0,6
Acinetobacter beijerinckii,Bacteria;Proteobacteria;Gammaproteobacteria,3.56333,0,0,0,3
Acinetobacter bereziniae,Bacteria;Proteobacteria;Gammaproteobacteria,5.02653,1,0,0,11
Acinetobacter bohemicus,Bacteria;Proteobacteria;Gammaproteobacteria,3.65769,0,0,0,2
Acinetobacter boissieri,Bacteria;Proteobacteria;Gammaproteobacteria,2.69021,0,0,0,1
Acinetobacter bouvetii,Bacteria;Proteobacteria;Gammaproteobacteria,3.38882,0,0,0,4
Acinetobacter brisouii,Bacteria;Proteobacteria;Gammaproteobacteria,3.14851,0,0,0,4
Acinetobacter calcoaceticus,Bacteria;Proteobacteria;Gammaproteobacteria,4.12898,1,0,1,21
Acinetobacter celticus,Bacteria;Proteobacteria;Gammaproteobacteria,3.0938,0,0,0,1
Acinetobacter colistiniresistens,Bacteria;Proteobacteria;Gammaproteobacteria,4.42395,0,0,0,5
Acinetobacter cumulans,Bacteria;Proteobacteria;Gammaproteobacteria,3.90149,1,0,9,6
Acinetobacter defluvii,Bacteria;Proteobacteria;Gammaproteobacteria,3.81227,1,0,8,1
Acinetobacter equi,Bacteria;Proteobacteria;Gammaproteobacteria,3.05427,1,0,0,1
